items,hour,rain,event,kitchen_load,prep_time
"burger, pasta, fried rice",11,0,0,16,33.0
"masala dosa, chicken biryani",14,0,0,5,23.6
"veg biryani, masala dosa",8,0,0,6,24.4
"burger, chicken biryani",17,1,0,8,30.3
"veg biryani, fried rice, pasta",2,0,0,6,31.6
"pasta, masala dosa",4,0,0,17,28.0
paneer butter masala,10,1,0,2,19.4
chicken biryani,12,0,0,9,25.4
"pasta, burger, chicken biryani",4,0,0,4,25.4
"tandoori chicken, chicken biryani, fried rice",4,1,1,7,39.9
"veg biryani, burger, naan",2,0,0,13,31.3
"masala dosa, paneer butter masala",14,0,0,10,24.7
fried rice,2,1,0,17,27.1
"veg biryani, tandoori chicken",21,0,0,9,30.2
"tandoori chicken, burger",11,0,0,3,17.8
"tandoori chicken, pasta",9,1,0,17,33.3
pizza,19,0,0,7,12.7
"tandoori chicken, paneer butter masala",14,1,0,18,33.2
"pizza, fried rice, paneer butter masala",9,0,0,18,34.5
pizza,22,0,0,18,26.1
"pizza, naan",12,0,0,9,28.7
"paneer butter masala, chicken biryani, fried rice",9,1,1,5,38.6
"fried rice, paneer butter masala, pizza",7,0,0,7,28.4
"pizza, paneer butter masala",13,0,0,16,34.0
paneer butter masala,19,0,0,4,16.5
"pizza, chicken biryani",4,0,0,10,25.5
"masala dosa, chicken biryani",2,0,0,6,23.2
paneer butter masala,12,0,0,12,29.2
"fried rice, burger",18,1,0,9,29.0
"paneer butter masala, burger, veg biryani",11,0,0,6,31.1
tandoori chicken,4,0,1,19,32.5
"burger, masala dosa, pizza",22,0,0,18,33.1
"fried rice, tandoori chicken",19,0,1,10,29.0
"pizza, tandoori chicken",5,0,0,10,24.8
"paneer butter masala, burger, tandoori chicken",15,0,0,6,29.6
"pasta, paneer butter masala, chicken biryani",6,0,0,6,29.9
pasta,16,1,1,3,22.9
chicken biryani,8,0,0,12,20.0
tandoori chicken,13,0,0,14,26.2
paneer butter masala,0,0,0,3,18.5
pizza,9,0,1,13,25.1
"fried rice, pizza",10,0,0,15,25.7
"pizza, masala dosa",16,0,0,12,27.9
"veg biryani, pasta",15,1,0,13,31.7
"paneer butter masala, naan",20,0,1,1,29.9
masala dosa,20,0,0,5,18.6
"naan, fried rice, pasta",14,0,0,10,30.6
pizza,6,0,0,7,23.1
"naan, burger, fried rice",15,0,1,2,32.5
"chicken biryani, masala dosa, burger",1,0,1,11,34.2
"pasta, tandoori chicken",16,0,0,14,28.3
"naan, fried rice",10,0,0,17,29.7
"burger, veg biryani",23,1,0,1,26.9
"fried rice, pizza, paneer butter masala",15,0,0,5,22.5
"burger, fried rice, paneer butter masala",4,0,0,10,29.1
"pasta, burger",13,1,0,16,32.8
burger,13,0,0,2,16.3
"pasta, naan",12,0,0,7,32.6
"tandoori chicken, chicken biryani",5,1,0,13,28.7
veg biryani,11,0,1,2,21.8
"chicken biryani, burger",17,1,0,16,31.6
"pasta, pizza, veg biryani",7,0,0,19,33.4
"pizza, masala dosa, fried rice",23,0,0,11,32.0
"burger, paneer butter masala",11,1,1,4,33.0
tandoori chicken,20,1,0,1,29.4
pasta,20,0,0,11,27.7
"pasta, masala dosa",12,0,0,19,36.9
"veg biryani, paneer butter masala, naan",9,1,0,6,31.7
veg biryani,20,1,0,12,30.3
masala dosa,2,0,1,3,23.2
"pasta, fried rice",12,0,0,13,29.4
"fried rice, burger",6,0,0,15,29.7
"masala dosa, tandoori chicken, paneer butter masala",6,0,0,5,28.4
pizza,10,1,1,11,29.1
"veg biryani, fried rice",15,0,0,6,28.6
chicken biryani,14,0,1,8,26.1
"pizza, paneer butter masala",11,0,0,6,24.1
tandoori chicken,4,0,0,18,25.4
pasta,23,0,0,15,24.7
"pizza, tandoori chicken, veg biryani",17,0,0,13,33.1
"fried rice, paneer butter masala",16,0,0,9,24.7
"veg biryani, tandoori chicken",22,1,0,9,26.3
"fried rice, pasta, naan",23,0,1,13,40.9
"chicken biryani, pizza",10,0,0,7,27.2
veg biryani,19,0,0,14,24.1
"paneer butter masala, fried rice",23,0,0,10,23.4
"pizza, tandoori chicken, paneer butter masala",2,0,0,3,23.2
"masala dosa, paneer butter masala, burger",19,0,0,18,35.9
"paneer butter masala, chicken biryani",7,1,0,5,26.8
naan,20,0,0,1,20.5
"naan, veg biryani, tandoori chicken",1,0,1,9,37.5
"paneer butter masala, fried rice",8,0,0,12,24.4
"fried rice, masala dosa, tandoori chicken",11,0,0,10,30.0
"chicken biryani, burger, masala dosa",1,1,0,17,39.7
"tandoori chicken, naan",13,0,0,15,34.2
pasta,5,0,0,11,23.9
"burger, masala dosa, naan",7,1,0,11,31.4
veg biryani,7,0,0,7,16.4
naan,12,1,0,1,24.1
"burger, pasta",9,1,0,4,23.5
paneer butter masala,10,0,0,13,19.6
"masala dosa, burger",21,0,0,16,31.8
paneer butter masala,21,0,0,19,30.2
chicken biryani,11,0,0,4,15.2
"pizza, burger",11,0,0,18,31.7
"chicken biryani, fried rice",4,0,0,12,23.5
"chicken biryani, fried rice",20,0,0,17,33.8
fried rice,7,1,1,5,29.4
"pizza, pasta, chicken biryani",3,0,0,14,29.8
"naan, chicken biryani",12,0,0,19,36.1
"burger, veg biryani, pizza",23,1,0,4,27.9
pizza,14,0,0,17,27.4
"pasta, burger",0,0,0,11,25.8
chicken biryani,1,0,0,4,16.8
"fried rice, pizza, naan",3,1,0,18,35.1
"pizza, masala dosa",22,0,0,4,23.7
"fried rice, chicken biryani",1,0,0,12,27.6
"pizza, fried rice, chicken biryani",6,0,0,6,28.3
chicken biryani,1,0,0,1,18.4
"tandoori chicken, naan, veg biryani",13,0,1,9,41.5
naan,3,0,0,3,15.9
"chicken biryani, veg biryani, paneer butter masala",7,1,0,9,31.5
"fried rice, naan, chicken biryani",10,0,1,14,42.7
"naan, burger, pizza",14,1,0,9,32.8
"tandoori chicken, fried rice, chicken biryani",18,0,0,12,31.4
pizza,3,1,0,14,23.0
"burger, masala dosa, paneer butter masala",10,0,0,10,28.5
"pasta, tandoori chicken",13,0,0,7,29.6
veg biryani,16,0,0,3,16.5
"fried rice, burger, pasta",10,1,0,11,33.8
"pizza, paneer butter masala, chicken biryani",17,0,0,12,34.5
"tandoori chicken, pasta",14,0,0,4,19.0
veg biryani,15,0,0,18,21.9
"masala dosa, pizza",9,0,0,15,26.5
fried rice,17,1,0,19,30.4
naan,14,0,0,8,18.0
"masala dosa, fried rice, paneer butter masala",4,0,0,19,34.0
"burger, fried rice, masala dosa",17,0,0,19,34.5
chicken biryani,23,1,0,16,26.7
"tandoori chicken, pizza, burger",17,0,0,5,30.0
"fried rice, veg biryani, pasta",21,0,0,15,38.3
"chicken biryani, fried rice, pizza",20,0,0,18,40.7
chicken biryani,14,0,1,13,28.5
"masala dosa, pasta",20,0,0,17,33.9
"fried rice, pizza, paneer butter masala",9,1,1,10,41.3
"paneer butter masala, pasta",15,0,0,6,26.2
tandoori chicken,11,1,0,7,21.9
"paneer butter masala, fried rice, pasta",7,1,0,8,33.2
burger,6,0,0,9,18.4
tandoori chicken,17,0,0,13,19.7
burger,3,1,1,3,24.8
burger,1,1,0,16,26.1
"naan, pasta",13,0,0,18,31.5
"pizza, tandoori chicken",21,0,0,18,35.5
"chicken biryani, paneer butter masala, burger",5,0,0,5,30.4
chicken biryani,23,0,0,3,15.1
veg biryani,3,0,0,10,19.6
"pizza, fried rice, paneer butter masala",16,0,0,19,35.8
"burger, naan, tandoori chicken",13,0,0,6,32.5
"veg biryani, tandoori chicken",3,1,0,16,33.1
fried rice,2,0,0,18,26.6
"paneer butter masala, naan, burger",11,1,0,10,31.7
chicken biryani,2,0,0,12,22.9
"tandoori chicken, masala dosa, burger",14,1,0,3,29.4
burger,10,1,0,14,25.8
"pasta, paneer butter masala",2,0,1,3,29.2
"pasta, fried rice, pizza",20,0,0,1,29.1
"chicken biryani, pasta, fried rice",1,1,0,11,30.4
"paneer butter masala, veg biryani",17,0,0,9,21.1
"pizza, naan, burger",21,1,1,6,45.1
"pizza, chicken biryani, fried rice",2,0,0,6,30.0
"pasta, fried rice",19,0,0,19,28.4
"paneer butter masala, naan, pizza",13,0,0,19,42.0
"chicken biryani, pizza, paneer butter masala",5,0,0,15,33.9
"naan, tandoori chicken, chicken biryani",2,0,0,5,30.7
paneer butter masala,9,0,0,16,22.4
"veg biryani, fried rice, pizza",5,0,0,13,31.7
"fried rice, chicken biryani",0,0,0,8,24.4
masala dosa,10,0,0,13,20.3
"masala dosa, chicken biryani",18,0,0,10,25.6
"pizza, chicken biryani",17,1,0,7,25.4
pizza,6,0,0,18,23.8
"tandoori chicken, burger",19,0,0,15,30.2
pasta,12,1,0,17,31.6
"burger, paneer butter masala, pasta",19,0,0,19,33.3
"pasta, pizza, burger",3,1,0,1,30.7
paneer butter masala,5,1,0,1,18.8
"tandoori chicken, fried rice",5,1,1,5,33.0
"naan, veg biryani",4,0,0,10,23.2
"pasta, veg biryani, fried rice",0,0,0,16,32.0
burger,0,0,0,16,18.9
"veg biryani, naan",0,0,1,4,30.5
"naan, chicken biryani",20,0,0,6,31.2
pizza,20,0,0,6,22.5
"fried rice, veg biryani",12,0,0,1,25.7
"naan, pasta, pizza",0,1,0,13,34.6
burger,10,1,0,7,24.1
"fried rice, naan, pizza",14,0,1,10,35.3
"pasta, pizza",1,0,0,4,23.4
"paneer butter masala, chicken biryani, pizza",8,0,0,9,29.1
chicken biryani,21,0,1,10,29.1
veg biryani,14,0,0,11,20.8
masala dosa,4,1,0,4,18.8
"pasta, fried rice",7,0,0,5,23.2
"masala dosa, pizza",1,0,0,12,27.4
pasta,20,0,0,11,25.2
pasta,7,0,1,8,26.6
"masala dosa, veg biryani",18,0,0,10,25.8
"pasta, masala dosa, chicken biryani",17,0,1,12,36.7
masala dosa,8,0,0,7,18.6
"pasta, veg biryani, naan",5,0,0,15,32.8
fried rice,13,0,0,18,28.7
chicken biryani,19,0,0,14,19.2
"veg biryani, burger, paneer butter masala",16,0,0,18,33.5
"pizza, paneer butter masala",15,0,0,17,28.6
"veg biryani, chicken biryani",15,0,0,4,24.5
"pizza, tandoori chicken",1,0,0,15,24.8
"fried rice, tandoori chicken",19,0,1,12,33.9
veg biryani,14,0,0,6,16.5
"masala dosa, pizza, naan",4,0,0,6,27.2
"veg biryani, paneer butter masala, fried rice",15,0,1,11,35.6
"veg biryani, naan, paneer butter masala",16,1,0,11,34.2
"fried rice, veg biryani, naan",1,0,0,2,22.6
"fried rice, pizza",17,0,1,18,36.3
paneer butter masala,22,0,0,8,16.9
"pizza, naan, masala dosa",15,0,0,5,27.5
"veg biryani, burger",10,0,0,8,21.2
pasta,2,0,0,8,16.1
pizza,20,0,0,14,26.6
"naan, pizza, chicken biryani",13,0,0,5,31.3
"pizza, burger",5,0,0,10,23.0
pizza,22,0,0,7,14.8
"paneer butter masala, naan",9,0,0,9,25.7
pasta,21,0,0,14,29.8
"paneer butter masala, fried rice",18,0,0,15,29.7
"naan, pasta",15,0,0,15,23.1
"veg biryani, masala dosa, pasta",8,1,0,19,37.1
"chicken biryani, fried rice",19,1,0,2,24.4
pizza,12,0,0,8,26.4
burger,16,0,0,12,23.5
burger,4,0,0,1,14.7
"masala dosa, pizza, pasta",5,1,0,1,29.4
"pizza, burger",23,0,0,8,22.3
"pizza, tandoori chicken, veg biryani",13,0,0,18,39.1
burger,13,1,0,18,31.3
"burger, masala dosa",8,0,0,14,28.7
"tandoori chicken, veg biryani, burger",14,0,0,7,31.6
veg biryani,9,0,0,8,18.8
"paneer butter masala, pizza, veg biryani",14,0,0,17,33.4
paneer butter masala,3,0,0,1,17.5
"veg biryani, chicken biryani, burger",17,1,0,5,30.7
fried rice,7,0,0,15,21.8
"fried rice, pizza, paneer butter masala",1,0,0,17,35.8
"naan, chicken biryani, pizza",1,1,0,11,31.2
pizza,12,0,0,14,25.6
"pasta, fried rice",5,0,0,12,27.0
"masala dosa, chicken biryani",14,0,0,6,22.4
"tandoori chicken, fried rice, masala dosa",16,0,0,11,33.0
paneer butter masala,6,0,0,7,17.4
"tandoori chicken, pasta",5,0,1,16,35.0
"burger, veg biryani",18,0,1,2,28.3
"masala dosa, tandoori chicken, pasta",21,0,0,17,39.3
"naan, paneer butter masala",2,0,0,18,25.3
"masala dosa, pizza",9,0,0,10,27.1
chicken biryani,19,0,0,8,22.2
"masala dosa, chicken biryani, naan",16,0,0,13,33.4
veg biryani,3,1,1,11,32.6
"pasta, chicken biryani",3,1,0,3,27.2
"chicken biryani, masala dosa",2,1,0,18,35.8
"pizza, tandoori chicken",21,0,0,17,31.6
burger,6,1,0,16,27.6
chicken biryani,13,0,0,18,28.8
veg biryani,11,1,0,19,26.6
"burger, chicken biryani, masala dosa",21,0,0,4,32.0
"pasta, chicken biryani",5,0,0,12,25.5
"burger, naan",21,0,0,7,28.1
veg biryani,5,0,0,12,19.6
"masala dosa, chicken biryani, fried rice",5,0,0,5,27.4
"paneer butter masala, burger, pasta",14,1,0,11,33.4
"pizza, naan",21,0,0,5,24.2
"paneer butter masala, tandoori chicken",19,0,1,16,37.1
"fried rice, pasta",22,0,0,14,29.0
"pizza, paneer butter masala, veg biryani",15,0,0,11,28.3
fried rice,23,0,0,18,27.9
"masala dosa, naan, pizza",1,1,0,14,33.7
fried rice,16,0,0,2,16.3
fried rice,5,1,0,17,26.5
"fried rice, pasta",10,0,0,17,29.8
pasta,2,0,0,10,22.8
pizza,23,0,0,4,16.5
"pizza, burger",4,0,0,12,26.5
"naan, paneer butter masala, tandoori chicken",2,0,0,19,32.5
"masala dosa, paneer butter masala, pasta",23,1,0,16,35.7
paneer butter masala,18,0,0,12,22.0
"masala dosa, tandoori chicken, burger",19,0,0,1,23.4
"chicken biryani, fried rice",14,1,0,7,22.3
"fried rice, pizza, burger",6,0,0,7,28.4
burger,20,0,0,4,20.3
burger,9,0,1,19,30.8
tandoori chicken,13,0,0,7,23.8
"tandoori chicken, naan, paneer butter masala",0,0,0,13,29.9
pasta,23,0,0,4,18.3
"pasta, masala dosa",23,0,0,16,29.3
"chicken biryani, burger",8,0,0,7,24.0
"paneer butter masala, naan, tandoori chicken",0,0,0,2,25.2
"tandoori chicken, burger",18,0,0,7,22.9
chicken biryani,4,1,0,11,28.1
"pizza, naan, paneer butter masala",8,0,0,5,25.8
"veg biryani, fried rice, tandoori chicken",10,0,0,9,29.7
"fried rice, naan, tandoori chicken",4,0,0,11,28.8
"veg biryani, fried rice",8,0,0,1,18.7
paneer butter masala,19,0,0,5,20.3
"pizza, paneer butter masala",14,1,0,2,21.7
paneer butter masala,20,0,0,13,27.0
"veg biryani, fried rice",19,0,0,7,24.4
paneer butter masala,5,0,0,3,17.0
"pizza, masala dosa, chicken biryani",23,1,1,15,42.5
"pasta, veg biryani, naan",9,0,0,13,33.7
naan,18,0,0,14,20.2
"fried rice, paneer butter masala",7,1,0,16,28.0
pizza,14,1,0,12,24.3
"burger, chicken biryani, veg biryani",9,0,0,11,32.0
"burger, masala dosa, veg biryani",23,0,0,10,30.2
"naan, pizza, chicken biryani",9,1,0,13,32.3
paneer butter masala,3,0,0,18,22.3
veg biryani,0,0,0,19,25.8
"masala dosa, burger, naan",12,0,0,6,38.9
"chicken biryani, fried rice",5,1,0,12,26.9
"burger, pasta",15,0,0,18,27.5
naan,1,0,0,18,27.3
"paneer butter masala, pizza, burger",14,1,0,9,32.9
"veg biryani, tandoori chicken, paneer butter masala",4,0,0,6,29.7
naan,14,0,0,6,17.4
veg biryani,12,0,0,10,26.0
"pizza, veg biryani",15,0,0,18,27.1
pasta,6,0,0,7,17.4
"veg biryani, naan, chicken biryani",6,0,0,11,26.5
"pizza, veg biryani",16,1,0,4,26.7
chicken biryani,14,0,0,18,22.7
"pasta, tandoori chicken, masala dosa",1,0,0,11,32.3
"burger, tandoori chicken, pasta",9,0,0,13,32.5
"fried rice, paneer butter masala, naan",3,1,0,6,35.8
"masala dosa, veg biryani, fried rice",0,0,0,19,34.5
"chicken biryani, masala dosa",3,0,0,10,24.2
"paneer butter masala, masala dosa",22,0,0,10,23.7
"pasta, tandoori chicken",8,0,0,10,26.3
paneer butter masala,18,0,0,10,21.2
"masala dosa, naan, pizza",19,0,0,9,26.1
"fried rice, pasta",19,0,0,1,20.7
"chicken biryani, paneer butter masala, veg biryani",18,0,1,4,35.5
tandoori chicken,22,0,0,18,24.6
paneer butter masala,5,0,0,15,23.0
chicken biryani,5,0,0,1,18.3
"naan, pasta, chicken biryani",15,0,0,2,26.7
"naan, tandoori chicken",16,1,0,18,31.9
"fried rice, veg biryani",17,0,0,13,26.1
"veg biryani, fried rice",0,1,0,2,24.8
naan,9,0,0,7,17.4
"veg biryani, fried rice",13,0,1,9,33.3
"masala dosa, veg biryani, fried rice",11,0,0,7,27.1
"tandoori chicken, burger",8,0,1,9,30.1
"burger, masala dosa, chicken biryani",13,0,0,5,32.4
pizza,2,0,0,14,26.8
pasta,23,0,0,4,17.9
"veg biryani, chicken biryani",17,0,0,16,27.1
"pizza, naan",11,0,0,10,25.8
burger,0,0,0,7,22.8
masala dosa,5,0,0,9,21.8
pasta,22,1,0,1,21.0
"naan, pizza, paneer butter masala",19,0,0,1,25.9
"naan, paneer butter masala, burger",19,0,0,16,32.3
masala dosa,7,0,0,10,19.3
tandoori chicken,13,0,0,17,27.5
veg biryani,16,0,0,5,20.7
"burger, pasta, masala dosa",12,0,0,11,35.3
"pasta, veg biryani, pizza",5,0,0,3,29.4
"chicken biryani, paneer butter masala, pasta",22,0,0,10,28.3
naan,2,0,0,16,24.5
"tandoori chicken, fried rice",5,0,0,16,27.3
"burger, fried rice, veg biryani",2,0,1,5,36.6
"masala dosa, pasta",21,0,0,11,27.8
"naan, chicken biryani, paneer butter masala",11,0,0,15,28.1
"veg biryani, fried rice, naan",8,1,1,19,41.7
tandoori chicken,0,1,0,19,29.1
veg biryani,21,1,0,4,23.3
"tandoori chicken, veg biryani",9,0,0,13,23.4
"veg biryani, paneer butter masala, pizza",23,0,0,2,25.6
"veg biryani, naan",13,0,0,8,31.2
"naan, tandoori chicken, veg biryani",1,0,0,1,24.2
masala dosa,15,0,1,11,25.4
"pasta, fried rice",15,1,0,17,31.6
"tandoori chicken, paneer butter masala, masala dosa",2,0,1,18,38.6
pasta,7,1,0,17,23.6
"masala dosa, pizza, paneer butter masala",13,0,0,3,30.7
"chicken biryani, tandoori chicken, paneer butter masala",1,0,0,17,35.2
masala dosa,13,0,1,12,31.7
fried rice,22,1,0,3,17.0
"masala dosa, pasta, chicken biryani",4,0,0,12,34.0
"burger, masala dosa, paneer butter masala",3,0,0,12,30.6
"tandoori chicken, pasta, fried rice",20,1,0,11,38.9
"pizza, burger",13,0,0,12,33.0
veg biryani,20,1,0,7,24.6
chicken biryani,2,0,0,19,23.3
tandoori chicken,2,0,0,13,21.4
paneer butter masala,8,1,0,16,26.2
"burger, veg biryani, naan",11,0,0,13,30.3
"pasta, chicken biryani, burger",3,0,1,16,39.7
"pizza, pasta, naan",10,0,0,12,34.3
"masala dosa, paneer butter masala",8,1,0,17,31.7
naan,13,0,0,12,26.1
"masala dosa, tandoori chicken, chicken biryani",3,0,0,14,30.1
"pizza, burger",22,0,0,14,26.6
"tandoori chicken, naan",19,0,0,11,24.7
"pasta, naan, pizza",5,0,0,19,32.3
"veg biryani, fried rice, naan",17,0,0,8,26.3
"pizza, masala dosa",17,0,0,8,21.7
"veg biryani, burger, pizza",23,0,0,15,35.2
"burger, masala dosa",2,0,0,15,25.4
tandoori chicken,6,0,1,17,29.4
"tandoori chicken, veg biryani",1,0,0,5,23.8
"pasta, burger",0,0,0,15,26.0
naan,5,0,0,7,17.2
"chicken biryani, pizza",10,0,0,16,27.6
naan,12,0,0,6,22.8
burger,1,0,0,19,25.4
pasta,9,0,0,14,24.6
"chicken biryani, fried rice",21,0,0,19,32.0
"paneer butter masala, fried rice, burger",16,0,0,12,32.9
burger,8,1,1,12,32.2
pizza,1,0,0,18,20.9
"chicken biryani, fried rice, burger",6,1,0,17,35.7
paneer butter masala,2,0,0,9,20.1
"fried rice, pasta, masala dosa",11,1,0,18,36.8
"pasta, fried rice, chicken biryani",9,0,0,16,35.0
"burger, masala dosa",10,0,0,16,27.1
"pizza, fried rice",22,0,0,2,21.7
naan,10,0,1,17,30.2
"fried rice, burger, veg biryani",22,0,0,13,31.6
masala dosa,13,0,0,13,28.9
masala dosa,21,0,0,9,27.6
"burger, veg biryani, naan",1,1,0,17,36.3
burger,15,0,0,15,22.1
"fried rice, chicken biryani",12,0,0,8,28.7
masala dosa,13,0,0,7,19.6
"masala dosa, pasta, pizza",21,0,0,3,29.0
"pasta, tandoori chicken, masala dosa",1,0,1,4,33.2
masala dosa,18,0,0,13,21.7
"chicken biryani, veg biryani",9,1,0,1,21.4
"paneer butter masala, pasta, naan",7,0,0,18,33.8
"masala dosa, paneer butter masala",0,0,0,7,23.8
"veg biryani, chicken biryani",13,0,0,11,31.2
paneer butter masala,14,0,0,3,18.4
"naan, pasta, pizza",8,0,0,2,26.3
pizza,1,0,0,13,22.1
tandoori chicken,18,0,0,19,23.9
masala dosa,20,1,0,15,31.6
masala dosa,9,0,0,2,10.2
"pasta, masala dosa, tandoori chicken",2,0,0,6,28.0
"tandoori chicken, pizza, masala dosa",4,0,0,13,30.5
"burger, chicken biryani, pizza",7,1,0,13,36.6
tandoori chicken,3,1,0,12,20.7
veg biryani,10,1,0,4,18.1
"naan, paneer butter masala, tandoori chicken",18,0,1,15,38.9
"burger, tandoori chicken, fried rice",9,0,1,18,40.5
chicken biryani,9,0,0,7,17.8
"tandoori chicken, pizza",15,0,0,6,24.1
pizza,23,1,0,7,19.5
"masala dosa, paneer butter masala",10,1,0,7,26.6
"naan, masala dosa, burger",9,0,0,7,26.0
"tandoori chicken, paneer butter masala",11,0,0,6,22.7
"burger, paneer butter masala, pizza",7,0,0,5,28.1
veg biryani,19,1,1,14,32.3
"pasta, pizza",12,0,0,9,33.9
"pizza, masala dosa, burger",21,0,0,1,33.5
"paneer butter masala, fried rice, masala dosa",7,0,0,9,28.9
masala dosa,17,0,0,14,23.7
"tandoori chicken, masala dosa",12,0,0,14,28.4
"chicken biryani, masala dosa, naan",18,0,0,15,33.0
chicken biryani,6,0,0,1,12.8
chicken biryani,9,0,1,16,33.3
"fried rice, burger",15,1,0,11,29.6
tandoori chicken,4,0,0,5,15.4
veg biryani,3,0,0,14,23.9
"veg biryani, fried rice, naan",13,0,0,7,33.2
"pizza, burger",1,0,0,17,27.4
"paneer butter masala, chicken biryani, naan",9,0,0,6,27.4
"fried rice, veg biryani, burger",5,0,0,1,28.1
burger,8,1,1,17,33.7
tandoori chicken,20,1,0,5,25.6
"fried rice, paneer butter masala",3,0,0,10,26.1
pizza,11,1,0,11,26.3
"pasta, veg biryani, fried rice",15,0,0,4,24.3
"fried rice, pizza, veg biryani",18,0,0,18,33.0
"pasta, pizza, chicken biryani",21,0,0,14,38.7
"burger, paneer butter masala, fried rice",21,0,0,11,34.3
masala dosa,7,1,0,2,18.6
"chicken biryani, burger, pizza",23,0,1,12,34.9
"burger, chicken biryani, tandoori chicken",3,0,0,10,35.7
"tandoori chicken, pasta",12,0,0,12,28.2
"chicken biryani, tandoori chicken, naan",3,1,1,14,42.7
pasta,5,1,0,4,21.7
"burger, veg biryani, fried rice",13,0,1,4,36.5
"pizza, naan, paneer butter masala",22,1,0,17,33.0
"tandoori chicken, masala dosa, naan",6,0,0,11,30.7
"pizza, burger",9,0,0,14,27.0
"masala dosa, naan",2,0,0,4,20.8
"burger, chicken biryani",11,0,0,1,18.2
"masala dosa, paneer butter masala",19,0,0,9,27.7
burger,18,0,0,16,23.4
"burger, pizza",23,0,0,13,30.4
veg biryani,7,0,0,3,13.9
"burger, veg biryani, pizza",6,0,0,8,27.5
"naan, burger",9,0,0,2,18.8
"chicken biryani, fried rice, burger",4,0,1,1,34.9
pizza,4,0,0,16,23.3
"veg biryani, chicken biryani",17,0,0,19,32.2
"burger, veg biryani",14,0,0,11,26.8
"pasta, veg biryani",6,0,0,4,25.5
"chicken biryani, paneer butter masala, burger",1,0,0,17,33.2
"naan, veg biryani",13,0,0,19,32.8
"tandoori chicken, fried rice, veg biryani",12,0,0,3,29.7
"burger, pasta",13,0,0,19,35.8
"pizza, tandoori chicken, masala dosa",11,0,0,12,33.2
paneer butter masala,11,0,0,3,14.0
"pizza, burger, naan",5,0,0,12,31.1
"veg biryani, paneer butter masala",0,1,0,4,27.4
"chicken biryani, burger",14,0,0,4,25.2
"tandoori chicken, naan, veg biryani",14,1,0,9,31.9
"veg biryani, tandoori chicken, fried rice",14,0,0,11,30.7
fried rice,2,0,0,11,20.3
pizza,1,1,1,3,23.7
pasta,19,0,0,14,21.0
"pizza, burger",6,0,0,12,23.2
"burger, chicken biryani",8,1,0,6,23.0
veg biryani,23,0,0,5,12.5
"burger, paneer butter masala",17,0,0,10,25.6
"masala dosa, pizza, fried rice",22,0,0,18,34.1
paneer butter masala,5,0,0,13,21.4
"chicken biryani, masala dosa, burger",19,0,0,5,25.7
"tandoori chicken, paneer butter masala",5,0,0,7,24.5
paneer butter masala,22,0,0,8,19.3
pasta,23,1,0,6,15.9
chicken biryani,10,0,1,4,25.0
pasta,23,0,0,16,22.3
fried rice,3,1,0,18,25.9
"tandoori chicken, veg biryani",10,0,0,3,23.2
"pasta, veg biryani",16,0,0,10,28.3
"tandoori chicken, chicken biryani, pasta",19,0,0,1,26.4
"burger, pasta",4,0,0,2,20.3
"masala dosa, veg biryani, tandoori chicken",9,0,0,11,30.1
fried rice,10,0,0,7,19.5
pasta,9,1,0,1,17.6
masala dosa,19,0,0,10,16.8
veg biryani,7,1,0,19,27.0
"masala dosa, paneer butter masala, naan",15,0,0,8,25.7
"pizza, pasta",13,0,0,4,27.4
"chicken biryani, veg biryani, naan",15,0,0,14,30.5
"masala dosa, paneer butter masala, veg biryani",15,0,0,12,31.7
"paneer butter masala, pasta",12,0,0,6,27.1
fried rice,0,1,0,1,19.0
pizza,2,0,0,4,20.3
"masala dosa, chicken biryani, paneer butter masala",19,1,0,16,37.2
"pasta, masala dosa, paneer butter masala",7,0,0,9,29.7
"naan, chicken biryani, veg biryani",23,0,0,18,31.9
pizza,20,1,0,12,29.9
"masala dosa, paneer butter masala, burger",16,0,0,18,33.2
"chicken biryani, naan, veg biryani",4,1,0,8,33.9
"paneer butter masala, burger, pasta",8,0,0,1,23.1
fried rice,7,1,0,7,22.4
fried rice,21,0,0,11,23.2
chicken biryani,11,0,0,6,16.9
tandoori chicken,4,0,0,5,17.4
"fried rice, tandoori chicken, masala dosa",12,1,0,8,35.7
"masala dosa, pasta",15,0,0,18,29.5
"pasta, naan, burger",18,0,0,18,34.5
naan,7,0,0,2,16.8
"veg biryani, pasta, tandoori chicken",15,1,0,3,29.3
fried rice,16,0,0,10,19.4
"naan, masala dosa",19,0,0,2,18.6
"naan, pasta",0,0,0,4,20.8
masala dosa,10,0,0,18,25.2
"fried rice, masala dosa",3,0,0,13,28.0
"fried rice, veg biryani",14,0,0,7,25.0
tandoori chicken,4,0,0,6,19.0
"pasta, tandoori chicken, fried rice",10,0,0,2,25.4
fried rice,11,0,0,15,24.9
"fried rice, veg biryani",9,1,0,4,28.1
"pasta, paneer butter masala",13,1,0,8,33.0
"naan, fried rice",22,1,0,3,27.8
"burger, chicken biryani, pasta",21,0,0,11,36.3
"burger, naan",22,0,0,1,23.7
"paneer butter masala, veg biryani, naan",19,0,0,11,31.4
"pasta, pizza",3,1,0,19,34.3
burger,8,0,0,14,20.0
"chicken biryani, pasta, naan",18,0,0,19,37.6
"tandoori chicken, burger",15,0,0,13,27.1
"fried rice, burger, pasta",3,0,0,10,30.5
burger,0,0,1,8,25.9
chicken biryani,17,0,0,2,17.4
